Source,Target,weight
Liu Bei,Lü Meng,6
Zhuge Liang,The emperor,30
Zhuge Liang,Zhang Fei,144
Zhuge Liang,Liu Bei,238
Zhuge Liang,The grand marshal,9
Zhuge Liang,Guan Yu,45
Zhuge Liang,Zhang Biao,5
Zhuge Liang,Zhang Bao,9
Zhuge Liang,Xu Shu,9
Zhuge Liang,the prefect,8
Zhuge Liang,Zhao Yun,78
Zhuge Liang,Sun Quan,24
Zhuge Liang,Emperor Xian,7
Zhuge Liang,Cao Cao,186
Zhuge Liang,Liu Zhang,17
Zhuge Liang,Xiahou Dun,26
Zhuge Liang,Liu Feng,11
Zhuge Liang,the Prince of Ji,14
Zhuge Liang,Liu Cong,9
Zhuge Liang,the Prince of Jing,14
Zhuge Liang,Liu Qi,5
Zhuge Liang,Downriver Wu,9
Zhuge Liang,Lu Su,38
Zhuge Liang,Zhou Yu,58
Zhuge Liang,Huang Gai,4
Zhuge Liang,Little Qiao,4
Zhuge Liang,Jiang Gan,4
Zhuge Liang,Mei Zhu,4
Zhuge Liang,the young lady,8
Zhuge Liang,Pang Tong,30
Zhuge Liang,Zhao Fan,4
Zhuge Liang,Wei Yan,19
Zhuge Liang,Jin Zu,9
Zhuge Liang,Huang Zhong,29
Zhuge Liang,Ma Chao,25
Zhuge Liang,Zhang Song,6
Zhuge Liang,Zhang Lu,8
Zhuge Liang,Yan Yan,6
Zhuge Liang,Zhang Yi,8
Zhuge Liang,Yi Ji,11
Zhuge Liang,Lü Meng,12
Zhuge Liang,Zhang Liao,6
Zhuge Liang,Liu Shan,6
Zhuge Liang,August Emperor,4
Zhang Fei,Guan Yu,96
Zhang Fei,the prince,9
Zhang Fei,Liu Bei,263
Zhang Fei,the Prince of Yan,5
Zhang Fei,Zhang Yi,6
Zhang Fei,Zhao Yun,76
Zhang Fei,Jian Xianhe,5
Zhang Fei,Zhuge Liang,144
Zhang Fei,The grand marshal,4
Zhang Fei,Zhang Biao,20
Zhang Fei,The emperor,18
Zhang Fei,Zhang Bao,24
Zhang Fei,We have,4
Zhang Fei,Duan Gui,6
Zhang Fei,the prefect,14
Zhang Fei,Dong Zhuo,12
Zhang Fei,Lü Bu,54
Zhang Fei,Cao Cao,201
Zhang Fei,Lü Bu.,21
Zhang Fei,Sun Jian,6
Zhang Fei,The soldier,4
Zhang Fei,the Prince of Ji,7
Zhang Fei,Yuan Shao,6
Zhang Fei,Yuan Shu,4
Zhang Fei,Ji Ling,8
Zhang Fei,Cao Bao,4
Zhang Fei,Zhang Ben,4
Zhang Fei,"Lü Bu,",12
Zhang Fei,Chen Gong,4
Zhang Fei,Xiahou Dun,28
Zhang Fei,Zhang Liao,10
Zhang Fei,Cai Yang,6
Zhang Fei,Xu Shu,4
Zhang Fei,the troops of Wu,4
Zhang Fei,Zhou Yu,20
Zhang Fei,Lu Su,6
Zhang Fei,Sun Quan,4
Zhang Fei,the young lady,6
Zhang Fei,Pang Tong,16
Zhang Fei,Liu Feng,6
Zhang Fei,Huang Zhong,20
Zhang Fei,Wei Yan,10
Zhang Fei,Ma Chao,14
Zhang Fei,Yan Yan,10
Zhang Fei,Ma Shouzhong,4
Zhang Fei,Lü Meng,4
Zhang Fei,Yu Xu,4
Zhang Fei,Wang Qiang,4
Emperor Ling,Cao Cao,4
Emperor Ling,Liu Bei,7
the prince,Zhang Fei,9
the prince,Liu Bei,7
the prince,Cao Cao,4
the Prince of Yan,Zhang Fei,5
Zhang Yi,Liu Bei,6
Zhang Yi,Zhang Fei,6
Zhang Yi,Zhuge Liang,8
Jian Xianhe,Liu Bei,12
Jian Xianhe,Zhang Fei,5
The grand marshal,Zhuge Liang,9
The grand marshal,Liu Bei,15
The grand marshal,Zhang Fei,4
The grand marshal,Cao Cao,5
The grand marshal,Zhou Yu,4
Zhang Bao,Zhang Biao,14
Zhang Bao,Zhuge Liang,9
Zhang Bao,Liu Bei,14
Zhang Bao,Zhang Fei,24
Zhang Bao,We have,4
Zhang Bao,Guan Yu,4
Zhang Bao,Cao Bao,5
Zhang Bao,Lü Bu,4
Zhang Bao,Cao Cao,10
Zhang Biao,Zhang Bao,14
Zhang Biao,Zhuge Liang,5
Zhang Biao,Liu Bei,11
Zhang Biao,Zhang Fei,20
Zhang Biao,Guan Yu,4
We have,Zhang Bao,4
We have,Zhang Fei,4
Ten Constant Attendants,Liu Bei,8
Ten Constant Attendants,The emperor,4
Duan Gui,Liu Bei,4
Duan Gui,Zhang Fei,6
Dong Cheng,Liu Bei,12
Dong Cheng,The emperor,12
Dong Cheng,Imperial Father,7
Dong Cheng,Cao Cao,7
the prefect,Liu Bei,26
the prefect,Zhang Fei,14
the prefect,Dong Zhuo,4
the prefect,Cao Cao,18
the prefect,the Prince of Ji,4
the prefect,Lü Bu,4
the prefect,Zhuge Liang,8
Imperial Father,Dong Cheng,7
Imperial Father,The emperor,10
Imperial Father,Liu Bei,8
Imperial Father,Cao Cao,5
Dong Zhuo,Lü Bu,28
Dong Zhuo,Zhao Yun,16
Dong Zhuo,Emperor Xian,9
Dong Zhuo,Cao Cao,28
Dong Zhuo,The emperor,15
Dong Zhuo,Wang Yun,16
Dong Zhuo,"Lü Bu,",14
Dong Zhuo,Lü Bu.,6
Dong Zhuo,Li Su,7
Dong Zhuo,the Prince of Ji,4
Dong Zhuo,Sun Jian,5
Dong Zhuo,Yuan Shao,4
Dong Zhuo,Liu Bei,35
Dong Zhuo,Zhang Fei,12
Dong Zhuo,the prefect,4
Lü Bu,Dong Zhuo,28
Lü Bu,"Lü Bu,",19
Lü Bu,Lü Bu.,17
Lü Bu,Li Su,4
Lü Bu,Liu Bei,75
Lü Bu,Cao Cao,56
Lü Bu,Zhang Fei,54
Lü Bu,The emperor,5
Lü Bu,the prefect,4
Lü Bu,Cao Bao,4
Lü Bu,Zhang Bao,4
Lü Bu,Guan Yu,11
Lü Bu,Zhao Yun,6
Lü Bu,Wang Yun,5
Lü Bu,Chen Gong,9
Lü Bu,Ji Ling,6
Lü Bu,Xiahou Dun,7
Wang Yun,Dong Zhuo,16
Wang Yun,Zhao Yun,10
Wang Yun,The emperor,4
Wang Yun,Lü Bu,5
"Lü Bu,",Dong Zhuo,14
"Lü Bu,",Lü Bu,19
"Lü Bu,",Lü Bu.,4
"Lü Bu,",Li Su,4
"Lü Bu,",Liu Bei,19
"Lü Bu,",Cao Cao,16
"Lü Bu,",Guan Yu,4
"Lü Bu,",Zhang Fei,12
Lü Bu.,Dong Zhuo,6
Lü Bu.,Lü Bu,17
Lü Bu.,"Lü Bu,",4
Lü Bu.,Zhang Fei,21
Lü Bu.,Cao Cao,13
Lü Bu.,Liu Bei,13
Li Su,Dong Zhuo,7
Li Su,Lü Bu,4
Li Su,"Lü Bu,",4
the Prince of Ji,Dong Zhuo,4
the Prince of Ji,Yuan Shao,12
the Prince of Ji,The emperor,8
the Prince of Ji,Liu Bei,66
the Prince of Ji,Cao Cao,36
the Prince of Ji,Guan Yu,15
the Prince of Ji,Zhao Yun,13
the Prince of Ji,Zhang Fei,7
the Prince of Ji,the prefect,4
the Prince of Ji,Liu Biao,9
the Prince of Ji,the Prince of Jing,20
the Prince of Ji,Zhuge Liang,14
the Prince of Ji,Liu Cong,5
the Prince of Ji,Downriver Wu,4
the Prince of Ji,Zhou Yu,7
the Prince of Ji,the young lady,4
Sun Jian,Dong Zhuo,5
Sun Jian,Liu Bei,7
Sun Jian,Zhang Fei,6
Sun Jian,Cao Cao,4
Yuan Shao,the Prince of Ji,12
Yuan Shao,Dong Zhuo,4
Yuan Shao,Liu Bei,27
Yuan Shao,Cao Cao,26
Yuan Shao,Zhang Fei,6
Yuan Shao,Guan Yu,12
Yuan Shao,Zhao Yun,10
Yuan Shao,Xiahou Dun,6
Yuan Shu,Liu Bei,12
Yuan Shu,Zhang Fei,4
the farmer,Cao Cao,4
The soldier,Zhang Fei,4
The soldier,Cao Cao,7
Cao Bao,Zhang Bao,5
Cao Bao,Lü Bu,4
Cao Bao,Cao Cao,7
Cao Bao,Zhang Fei,4
Cao Bao,Liu Bei,4
Liu Biao,the Prince of Ji,9
Liu Biao,Liu Bei,23
Liu Biao,Cao Cao,8
Liu Biao,the Prince of Jing,6
Liu Biao,Zhao Yun,5
Wu Zilan,Liu Bei,6
Chen Gong,Liu Bei,10
Chen Gong,Lü Bu,9
Chen Gong,Cao Cao,17
Chen Gong,Zhang Fei,4
Ji Ling,Liu Bei,15
Ji Ling,Zhang Fei,8
Ji Ling,Lü Bu,6
Zhang Ben,Zhang Fei,4
Hou Cheng,Liu Bei,5
Hou Cheng,Cao Cao,7
Xiahou Dun,Lü Bu,7
Xiahou Dun,Zhang Fei,28
Xiahou Dun,Cao Cao,66
Xiahou Dun,Guan Yu,10
Xiahou Dun,Yuan Shao,6
Xiahou Dun,Zhang Liao,4
Xiahou Dun,Zhuge Liang,26
Xiahou Dun,Zhao Yun,12
Xiahou Dun,Liu Bei,10
Xiahou Dun,Liu Feng,4
Xiahou Dun,Jia Xu,4
Xiahou Dun,Huang Zhong,5
Ma Teng,Cao Cao,9
Ma Teng,The emperor,7
Zhang Liao,Cao Cao,27
Zhang Liao,Liu Bei,10
Zhang Liao,Guan Yu,7
Zhang Liao,Zhang Fei,10
Zhang Liao,Xiahou Dun,4
Zhang Liao,Zhuge Liang,6
the Prince of Jing,the Prince of Ji,20
the Prince of Jing,Liu Bei,40
the Prince of Jing,The emperor,6
the Prince of Jing,Liu Biao,6
the Prince of Jing,Guan Yu,5
the Prince of Jing,Zhao Yun,5
the Prince of Jing,Cao Cao,17
the Prince of Jing,Zhuge Liang,14
the Prince of Jing,Liu Cong,5
the Prince of Jing,Downriver Wu,4
the Prince of Jing,Zhou Yu,7
the Prince of Jing,the young lady,4
Ji Ping,Cao Cao,18
Ji Ping,Liu Bei,6
Che Zhou,Liu Bei,5
August Emperor,Liu Bei,9
August Emperor,Guan Yu,4
August Emperor,Cao Cao,5
August Emperor,Zhuge Liang,4
August Emperor,The emperor,4
Zhao Yun,Guan Yu,42
Zhao Yun,Liu Bei,120
Zhao Yun,Zhang Fei,76
Zhao Yun,Dong Zhuo,16
Zhao Yun,Cao Cao,61
Zhao Yun,The emperor,10
Zhao Yun,Wang Yun,10
Zhao Yun,the Prince of Ji,13
Zhao Yun,Lü Bu,6
Zhao Yun,Yuan Shao,10
Zhao Yun,Wen Chou,4
Zhao Yun,Liu Biao,5
Zhao Yun,the Prince of Jing,5
Zhao Yun,Xu Shu,4
Zhao Yun,Zhuge Liang,78
Zhao Yun,Xiahou Dun,12
Zhao Yun,Liu Feng,4
Zhao Yun,Consort Gan,4
Zhao Yun,Sun Quan,4
Zhao Yun,Lu Su,6
Zhao Yun,Zhou Yu,6
Zhao Yun,Zhao Fan,4
Zhao Yun,Pang Tong,5
Zhao Yun,Huang Zhong,11
Zhao Yun,Wei Yan,5
Zhao Yun,Ma Chao,8
Xu You,Cao Cao,4
Wen Chou,Cao Cao,7
Wen Chou,Guan Yu,6
Wen Chou,Liu Bei,9
Wen Chou,Zhao Yun,4
Gong Gu,Liu Bei,6
Cai Yang,Guan Yu,6
Cai Yang,Zhang Fei,6
Cai Yang,Cao Cao,6
Kuai Yue,Liu Bei,13
Kuai Yue,Cai Mao,6
Kuai Yue,Cao Cao,17
Cai Mao,Liu Bei,10
Cai Mao,Kuai Yue,6
Cai Mao,Cao Cao,11
Xu Shu,Zhang Fei,4
Xu Shu,Liu Bei,18
Xu Shu,Zhao Yun,4
Xu Shu,Cao Cao,12
Xu Shu,Zhuge Liang,9
The master,Cao Cao,8
Liu Zhang,Liu Bei,22
Liu Zhang,Zhuge Liang,17
Liu Zhang,Ma Chao,5
Liu Zhang,Zhang Lu,5
Liu Zhang,Cao Cao,11
Liu Zhang,The emperor,4
Liu Zhang,Zhang Song,7
Liu Zhang,Qin Fu,5
Liu Zhang,Pang Tong,6
Liu Feng,Zhuge Liang,11
Liu Feng,Zhao Yun,4
Liu Feng,Xiahou Dun,4
Liu Feng,Liu Bei,10
Liu Feng,Zhang Fei,6
Liu Feng,Cao Cao,7
Liu Feng,Guan Yu,4
Liu Cong,the Prince of Ji,5
Liu Cong,Zhuge Liang,9
Liu Cong,Cao Cao,14
Liu Cong,the Prince of Jing,5
Liu Cong,Liu Bei,13
Liu Qi,Liu Bei,5
Liu Qi,Zhuge Liang,5
Liu Qi,Cao Cao,4
Consort Gan,Zhao Yun,4
Consort Gan,Cao Cao,4
Downriver Wu,the Prince of Ji,4
Downriver Wu,Zhuge Liang,9
Downriver Wu,Cao Cao,7
Downriver Wu,Liu Bei,11
Downriver Wu,the Prince of Jing,4
Downriver Wu,The emperor,7
Downriver Wu,Guan Yu,5
Lu Su,Zhuge Liang,38
Lu Su,Cao Cao,25
Lu Su,Liu Bei,32
Lu Su,Sun Quan,9
Lu Su,Zhao Yun,6
Lu Su,Zhou Yu,18
Lu Su,Zhang Fei,6
Zhang Zhao,Sun Quan,4
Zhang Zhao,Wu Fan,4
Zhang Zhao,Cao Cao,10
Wu Fan,Zhang Zhao,4
Wu Fan,Cao Cao,10
Zhou Yu,Sun Quan,10
Zhou Yu,Cao Cao,62
Zhou Yu,Zhuge Liang,58
Zhou Yu,Lu Su,18
Zhou Yu,Huang Gai,7
Zhou Yu,Liu Bei,50
Zhou Yu,The grand marshal,4
Zhou Yu,Zhang Fei,20
Zhou Yu,the Prince of Ji,7
Zhou Yu,the Prince of Jing,7
Zhou Yu,Zhao Yun,6
Zhou Yu,the young lady,6
Huang Gai,Cao Cao,25
Huang Gai,Zhuge Liang,4
Huang Gai,Zhou Yu,7
Little Qiao,Zhuge Liang,4
Jiang Gan,Cao Cao,13
Jiang Gan,Zhuge Liang,4
the troops of Wu,Liu Bei,6
the troops of Wu,Zhang Fei,4
Mei Zhu,Zhuge Liang,4
Zhao Fan,Zhuge Liang,4
Zhao Fan,Zhao Yun,4
Jia Xu,Xiahou Dun,4
Jia Xu,Cao Cao,6
the young lady,Zhang Fei,6
the young lady,Zhou Yu,6
the young lady,Zhuge Liang,8
the young lady,Cao Cao,6
the young lady,Liu Bei,13
the young lady,The young lady,4
the young lady,the Prince of Ji,4
the young lady,the Prince of Jing,4
The young lady,the young lady,4
The young lady,Liu Bei,5
Pang Tong,Zhuge Liang,30
Pang Tong,Liu Bei,20
Pang Tong,Zhang Fei,16
Pang Tong,Zhao Yun,5
Pang Tong,Wei Yan,8
Pang Tong,Huang Zhong,8
Pang Tong,Liu Zhang,6
Wei Yan,Liu Bei,6
Wei Yan,Zhuge Liang,19
Wei Yan,Pang Tong,8
Wei Yan,Zhao Yun,5
Wei Yan,Huang Zhong,7
Wei Yan,Zhang Fei,10
Wei Yan,Cao Cao,9
Jin Zu,Huang Zhong,4
Jin Zu,Zhuge Liang,9
Huang Zhong,Guan Yu,6
Huang Zhong,Zhao Yun,11
Huang Zhong,Jin Zu,4
Huang Zhong,Zhuge Liang,29
Huang Zhong,Zhang Fei,20
Huang Zhong,Wei Yan,7
Huang Zhong,Pang Tong,8
Huang Zhong,Liu Bei,9
Huang Zhong,Cao Cao,13
Huang Zhong,Ma Shouzhong,4
Huang Zhong,Ma Chao,7
Huang Zhong,Xiahou Dun,5
Ma Da,Cao Cao,4
Ma Chao,Guan Yu,5
Ma Chao,Zhuge Liang,25
Ma Chao,Zhang Fei,14
Ma Chao,Cao Cao,47
Ma Chao,The emperor,6
Ma Chao,Zhang Lu,9
Ma Chao,Liu Zhang,5
Ma Chao,Liu Bei,13
Ma Chao,Zhang Song,4
Ma Chao,Zhao Yun,8
Ma Chao,Huang Zhong,7
Zhang Lu,Cao Cao,13
Zhang Lu,Ma Chao,9
Zhang Lu,Liu Zhang,5
Zhang Lu,Liu Bei,8
Zhang Lu,Zhang Song,4
Zhang Lu,Zhuge Liang,8
Zhang Song,Cao Cao,10
Zhang Song,Liu Zhang,7
Zhang Song,Ma Chao,4
Zhang Song,Liu Bei,13
Zhang Song,Zhang Lu,4
Zhang Song,The emperor,4
Zhang Song,Zhuge Liang,6
Yang Xiu,Cao Cao,8
Qin Fu,Liu Bei,9
Qin Fu,Cao Cao,4
Qin Fu,Liu Zhang,5
Yan Yan,Zhuge Liang,6
Yan Yan,Liu Bei,6
Yan Yan,Cao Cao,4
Yan Yan,Zhang Fei,10
Yi Ji,Zhuge Liang,11
Yi Ji,Cao Cao,6
Ma Shouzhong,Huang Zhong,4
Ma Shouzhong,Zhang Fei,4
Lü Meng,Zhuge Liang,12
Lü Meng,Guan Yu,4
Lü Meng,Zhang Fei,4
Lü Meng,Liu Bei,6
Yu Xu,Zhang Fei,4
Liu Shan,Zhuge Liang,6
Liu Shan,Liu Bei,11
Meng Da,Liu Bei,4
Chen Deng,Cao Cao,4
Wang Qiang,Zhang Fei,4
