Source,Target,weight
Lü Bu.,Dong Zhuo,6
Lü Bu.,Lü Bu,17
Lü Bu.,"Lü Bu,",4
Lü Bu.,Zhang Fei,21
Lü Bu.,Cao Cao,13
Lü Bu.,Liu Bei,13
Li Su,Dong Zhuo,7
Li Su,Lü Bu,4
Li Su,"Lü Bu,",4
the Prince of Ji,Dong Zhuo,4
the Prince of Ji,Yuan Shao,12
the Prince of Ji,The emperor,4
the Prince of Ji,Liu Bei,46
the Prince of Ji,Cao Cao,27
the Prince of Ji,Guan Yu,12
the Prince of Ji,Zhao Yun,13
the Prince of Ji,Zhang Fei,7
the Prince of Ji,Liu Biao,9
the Prince of Ji,the Prince of Jing,9
Sun Jian,Dong Zhuo,5
Sun Jian,Liu Bei,7
Sun Jian,Zhang Fei,6
Sun Jian,Cao Cao,4
Yuan Shao,the Prince of Ji,12
Yuan Shao,Dong Zhuo,4
Yuan Shao,Liu Bei,27
Yuan Shao,Cao Cao,26
Yuan Shao,Zhang Fei,6
Yuan Shao,Guan Yu,12
Yuan Shao,Zhao Yun,10
Yuan Shao,Xiahou Dun,6
Yuan Shu,Liu Bei,12
Yuan Shu,Zhang Fei,4
the farmer,Cao Cao,4
The soldier,Zhang Fei,4
The soldier,Cao Cao,4
Cao Bao,Zhang Bao,5
Cao Bao,Lü Bu,4
Cao Bao,Cao Cao,7
Cao Bao,Zhang Fei,4
Cao Bao,Liu Bei,4
Liu Biao,the Prince of Ji,9
Liu Biao,Liu Bei,23
Liu Biao,Cao Cao,8
Liu Biao,the Prince of Jing,6
Liu Biao,Zhao Yun,5
Wu Zilan,Liu Bei,6
Chen Gong,Liu Bei,10
Chen Gong,Lü Bu,9
Chen Gong,Cao Cao,17
Chen Gong,Zhang Fei,4
Ji Ling,Liu Bei,15
Ji Ling,Zhang Fei,8
Ji Ling,Lü Bu,6
Zhang Ben,Zhang Fei,4
Hou Cheng,Liu Bei,5
Hou Cheng,Cao Cao,7
Xiahou Dun,Lü Bu,7
Xiahou Dun,Zhang Fei,28
Xiahou Dun,Cao Cao,49
Xiahou Dun,Guan Yu,10
Xiahou Dun,Yuan Shao,6
Xiahou Dun,Zhuge Liang,21
Xiahou Dun,Zhao Yun,8
Xiahou Dun,Liu Bei,6
Zhang Liao,Cao Cao,18
Zhang Liao,Liu Bei,10
Zhang Liao,Guan Yu,6
Zhang Liao,Zhang Fei,8
the Prince of Jing,the Prince of Ji,9
the Prince of Jing,Liu Bei,20
the Prince of Jing,Liu Biao,6
the Prince of Jing,Zhao Yun,5
the Prince of Jing,Cao Cao,8
Ji Ping,Cao Cao,18
Ji Ping,Liu Bei,6
Che Zhou,Liu Bei,5
August Emperor,Liu Bei,4
Zhao Yun,Guan Yu,33
Zhao Yun,Liu Bei,86
Zhao Yun,Zhang Fei,26
Zhao Yun,Dong Zhuo,16
Zhao Yun,Cao Cao,32
Zhao Yun,The emperor,4
Zhao Yun,Wang Yun,10
Zhao Yun,the Prince of Ji,13
Zhao Yun,Lü Bu,4
Zhao Yun,Yuan Shao,10
Zhao Yun,Wen Chou,4
Zhao Yun,Liu Biao,5
Zhao Yun,the Prince of Jing,5
Zhao Yun,Zhuge Liang,13
Zhao Yun,Xiahou Dun,8
Zhao Yun,Consort Gan,4
Xu You,Cao Cao,4
Wen Chou,Cao Cao,7
Wen Chou,Guan Yu,6
Wen Chou,Liu Bei,9
Wen Chou,Zhao Yun,4
Gong Gu,Liu Bei,6
Cai Yang,Guan Yu,6
Cai Yang,Zhang Fei,6
Cai Yang,Cao Cao,6
Kuai Yue,Liu Bei,12
Kuai Yue,Cao Cao,4
Cai Mao,Liu Bei,9
Xu Shu,Zhang Fei,4
Xu Shu,Liu Bei,16
Xu Shu,Cao Cao,12
Xu Shu,Zhuge Liang,6
Liu Cong,Cao Cao,4
Liu Cong,Liu Bei,4
Consort Gan,Zhao Yun,4
Consort Gan,Cao Cao,4
