Source,Target,weight
Xin Ping,Yuan Tan,6
Xin Ping,Cao Cao,4
Xin Pi,Xin Ping,10
Xin Pi,Guo Tu,4
Xin Pi,Shen Pei,5
Xin Pi,Yuan Tan,8
Xin Pi,Cao Cao,7
Tian Feng,Xu You,4
Tian Feng,Yuan Shao,15
Tian Feng,Peng Ji,7
Tian Feng,Cao Cao,6
Tian Feng,Liu Bei,4
Ju Shou,Yuan Shao,8
Ju Shou,Cao Cao,5
Xu You,Tian Feng,4
Xu You,Yuan Shao,13
Xu You,Peng Ji,4
Xu You,Shen Pei,6
Xu You,Cao Cao,14
Zhao Yun,Yuan Shao,5
Zhao Yun,Gongsun Zan,7
Zhao Yun,Liu Bei,73
Zhao Yun,Guan Yu,29
Zhao Yun,Zhou Cang,4
Zhao Yun,Guan Ping,5
Zhao Yun,Zhang Fei,46
Zhao Yun,Mi Zhu,5
Zhao Yun,Sun Qian,4
Zhao Yun,Jian Yong,5
Zhao Yun,Cao Cao,24
Zhao Yun,Zhang He,10
Zhao Yun,Liu Biao,4
Zhao Yun,Cai Mao,5
Zhao Yun,Wen Ping,4
Zhao Yun,Cao Ren,5
Zhao Yun,Xiahou Dun,4
Zhao Yun,Liu Feng,6
Zhao Yun,Zhang Yi,6
Zhao Yun,Zhou Yu,7
Zhao Yun,Zhuge Liang,38
Zhao Yun,Xu Huang,7
Zhao Yun,Ma Liang,4
Zhao Yun,Chen Ying,6
Zhao Yun,Zhao Fan,9
Zhao Yun,Huang Zhong,23
Zhao Yun,South Land,6
Zhao Yun,Lady Sun,7
Zhao Yun,Wei Yan,6
Zhao Yun,Ma Chao,8
Zhao Yun,First Ruler,4
Huang Zu,Sun Jian,5
Huang Zu,Liu Biao,11
Huang Zu,Huang Gai,5
Huang Zu,Cao Cao,4
Huang Zu,Sun Quan,6
Huang Zu,Gan Ning,8
Sun Quan,Sun Ce,8
Sun Quan,Zhou Tai,16
Sun Quan,South Land,27
Sun Quan,Zhang Zhao,12
Sun Quan,Zhou Yu,38
Sun Quan,Lu Su,41
Sun Quan,Yuan Shao,4
Sun Quan,Zhuge Jin,9
Sun Quan,Cao Cao,71
Sun Quan,Zhang Hong,4
Sun Quan,Liu Bei,52
Sun Quan,Zhang Lu,6
Sun Quan,Imperial Protector,4
Sun Quan,Zhang Fei,4
Sun Quan,Guan Yu,19
Sun Quan,Zhuge Liang,26
Sun Quan,Lu Meng,37
Sun Quan,Lu Xun,11
Sun Quan,Xu Sheng,5
Sun Quan,Ling Tong,12
Sun Quan,Gan Ning,22
Sun Quan,Huang Zu,6
Sun Quan,Dong Xi,5
Sun Quan,Cheng Pu,13
Sun Quan,Prime Minister,4
Sun Quan,Taishi Ci,5
Sun Quan,Zhang Liao,14
Sun Quan,Yue Jin,6
Sun Quan,Li Dian,7
Sun Quan,Lu Fan,8
Sun Quan,Jiang Qi,5
Sun Quan,Pang Tong,7
Sun Quan,Han Dang,4
Sun Quan,Man Chong,5
Sun Quan,Fu Shiren,6
Sun Quan,First Ruler,5
Sun Ce,Sun Jian,5
Sun Ce,Sun Quan,8
Sun Ce,Liu Biao,7
Sun Ce,Cheng Pu,5
Sun Ce,Taishi Ci,17
Sun Ce,Yuan Shu,14
Sun Ce,Zhu Zhi,4
Sun Ce,Huang Gai,4
Sun Ce,Zhou Yu,12
Sun Ce,Zhang Hong,5
Sun Ce,Zhang Zhao,5
Sun Ce,Zhang Ying,4
Sun Ce,Zhang Yi,4
Sun Ce,Liu Yao,8
Sun Ce,South Land,8
Sun Ce,Yan Baihu,4
Sun Ce,Wang Lang,5
Sun Ce,Yu Fan,4
Sun Ce,Cao Cao,18
Sun Ce,Liu Bei,6
Sun Ce,Chen Zhen,4
Sun Ce,Yu Ji,12
Diao Chan,Lu Bu,14
Diao Chan,Prime Minister,4
Diao Chan,Dong Zhuo,6
Jia Xu,Li Jue,11
Jia Xu,Guo Si,4
Jia Xu,Cao Cao,21
Jia Xu,Liu Biao,5
Jia Xu,Zhang Xiu,11
Jia Xu,Xiahou Dun,4
Jia Xu,Liu Ye,4
Jia Xu,Cao Pi,5
Zhuge Liang,Xu Shu,7
Zhuge Liang,Liu Biao,12
Zhuge Liang,Imperial Protector,5
Zhuge Liang,Pang Tong,10
Zhuge Liang,Liu Bei,137
Zhuge Liang,Cui Zhouping,4
Zhuge Liang,Guan Yu,43
Zhuge Liang,Zhang Fei,42
Zhuge Liang,South Land,22
Zhuge Liang,Sun Quan,26
Zhuge Liang,Zhuge Jin,8
Zhuge Liang,Yuan Shao,4
Zhuge Liang,Cao Cao,70
Zhuge Liang,Liu Zhang,7
Zhuge Liang,Liu Qi,10
Zhuge Liang,Xiahou Dun,7
Zhuge Liang,Mi Zhu,4
Zhuge Liang,Yi Ji,4
Zhuge Liang,Liu Feng,5
Zhuge Liang,Cao Ren,5
Zhuge Liang,Zhang He,6
Zhuge Liang,Lu Su,66
Zhuge Liang,Zhang Zhao,8
Zhuge Liang,Prime Minister,7
Zhuge Liang,Huang Gai,6
Zhuge Liang,Zhou Yu,70
Zhuge Liang,Zhao Yun,38
Zhuge Liang,Xu Sheng,5
Zhuge Liang,Ding Feng,6
Zhuge Liang,Ma Liang,5
Zhuge Liang,Xing Darong,5
Zhuge Liang,Liu Xian,5
Zhuge Liang,Huang Zhong,10
Zhuge Liang,Wei Yan,8
Zhuge Liang,Ma Chao,12
Zhuge Liang,Fa Zheng,9
Zhuge Liang,Zhang Ren,7
Zhuge Liang,Meng Da,5
Zhuge Liang,Xu Jing,4
Zhuge Liang,First Ruler,4
Zhuge Liang,Lu Xun,5
Li Meng,Wang Fang,9
Wang Fang,Li Meng,9
Han Sui,Ma Teng,9
Han Sui,Ma Chao,22
Han Sui,Fan Chou,4
Han Sui,Cao Cao,18
Han Sui,Pang De,5
Han Sui,Yang Qi,6
Ma Chao,Ma Teng,6
Ma Chao,Han Sui,22
Ma Chao,Cao Cao,59
Ma Chao,Zhuge Liang,12
Ma Chao,Pang De,22
Ma Chao,Ma Dai,19
Ma Chao,Yang Qi,5
Ma Chao,Zhang He,6
Ma Chao,Cao Hong,11
Ma Chao,Prime Minister,5
Ma Chao,Xiahou Yuan,9
Ma Chao,Xu Chu,11
Ma Chao,Zhang Lu,9
Ma Chao,Liu Zhang,8
Ma Chao,Yang Fu,10
Ma Chao,Jiang Xu,5
Ma Chao,Yang Song,6
Ma Chao,Liu Bei,18
Ma Chao,Zhang Fei,17
Ma Chao,Guan Yu,5
Ma Chao,Wei Yan,8
Ma Chao,Zhao Yun,8
Ma Chao,Huang Zhong,6
Ma Chao,Li Hui,4
Xun Yu,Yuan Shao,6
Xun Yu,Xun You,6
Xun Yu,Cao Cao,31
Xun Yu,Cheng Yu,8
Xun Yu,Guo Jia,5
Xun Yu,Yu Ji,4
Xun Yu,Xiahou Dun,5
Xun Yu,Yu Jin,4
Xun Yu,Cao Ren,5
Xun Yu,Lu Bu,7
Xun Yu,Prime Minister,4
Xun Yu,Liu Bei,8
Xun Yu,Mi Heng,5
Guo Jia,Xun Yu,5
Guo Jia,Cheng Yu,7
Guo Jia,Man Chong,4
Guo Jia,Yu Ji,4
Guo Jia,Cao Cao,18
Guo Jia,Yu Jin,4
Guo Jia,Liu Bei,6
Guo Jia,Cao Ren,4
Guo Jia,Yuan Shao,4
Man Chong,Yu Ji,4
Man Chong,Guo Jia,4
Man Chong,Cao Cao,5
Man Chong,Yu Jin,4
Man Chong,Xu Huang,6
Man Chong,Cao Ren,8
Man Chong,Sun Quan,5
Man Chong,Guan Yu,6
Liu Ye,Cao Cao,8
Liu Ye,Jia Xu,4
Yu Ji,Man Chong,4
Yu Ji,Guo Jia,4
Yu Ji,Cao Cao,34
Yu Ji,Yu Jin,82
Yu Ji,Xun Yu,4
Yu Ji,Cheng Yu,5
Yu Ji,Xiahou Dun,16
Yu Ji,Dian Wei,4
Yu Ji,Zhang Fei,4
Yu Ji,Liu Bei,6
Yu Ji,Cao Hong,7
Yu Ji,Li Dian,21
Yu Ji,Yue Jin,11
Yu Ji,Zhang Liao,11
Yu Ji,Xiahou Yuan,8
Yu Ji,Xu Chu,15
Yu Ji,Cao Ren,6
Yu Ji,Xu Huang,11
Yu Ji,Xun You,4
Yu Ji,Guan Yu,10
Yu Ji,Sun Ce,12
Yu Ji,Zhang He,4
Yu Ji,Pang De,13
Yu Jin,Man Chong,4
Yu Jin,Yu Ji,82
Yu Jin,Guo Jia,4
Yu Jin,Cao Cao,33
Yu Jin,Xun Yu,4
Yu Jin,Cheng Yu,5
Yu Jin,Xiahou Dun,16
Yu Jin,Dian Wei,4
Yu Jin,Zhang Fei,4
Yu Jin,Liu Bei,6
Yu Jin,Cao Hong,7
Yu Jin,Li Dian,21
Yu Jin,Yue Jin,11
Yu Jin,Zhang Liao,11
Yu Jin,Xiahou Yuan,8
Yu Jin,Xu Chu,15
Yu Jin,Cao Ren,6
Yu Jin,Xu Huang,11
Yu Jin,Xun You,4
Yu Jin,Guan Yu,10
Yu Jin,Zhang He,4
Yu Jin,Pang De,13
Dian Wei,Cao Cao,23
Dian Wei,Yu Ji,4
Dian Wei,Xiahou Dun,6
Dian Wei,Yu Jin,4
Dian Wei,Li Dian,6
Dian Wei,Lu Bu,5
Dian Wei,Yue Jin,4
Dian Wei,Xiahou Yuan,4
Dian Wei,Xu Chu,6
Mi Zhu,Cao Cao,12
Mi Zhu,Tao Qian,6
Mi Zhu,Kong Rong,5
Mi Zhu,Imperial Protector,5
Mi Zhu,Chen Deng,5
Mi Zhu,Liu Bei,21
Mi Zhu,Sun Qian,11
Mi Zhu,Lu Bu,4
Mi Zhu,Zhang Fei,12
Mi Zhu,Guan Yu,10
Mi Zhu,Jian Yong,7
Mi Zhu,Zhao Yun,5
Mi Zhu,Zhuge Liang,4
Mi Zhu,Zhou Yu,4
Mi Zhu,Yi Ji,4
Chen Deng,Mi Zhu,5
Chen Deng,Liu Bei,11
Chen Deng,Chen Gui,8
Chen Deng,Cao Cao,10
Chen Deng,Lu Bu,16
Chen Deng,Chen Gong,7
Chen Deng,Han Xian,5
Li Yi,Zhang Bao,4
Taishi Ci,Kong Rong,6
Taishi Ci,Sun Ce,17
Taishi Ci,Zhou Yu,5
Taishi Ci,Cao Cao,5
Taishi Ci,Sun Quan,5
Liu Yao,Imperial Protector,5
Liu Yao,Sun Ce,8
Xue Lan,Lu Bu,4
Xue Lan,Li Feng,4
Xue Lan,Cao Cao,4
Li Feng,Xue Lan,4
Li Feng,Cao Cao,4
Song Xian,Zhang Liao,5
Song Xian,Lu Bu,11
Song Xian,Wei Xu,11
Song Xian,Gao Shun,4
Cao Xi,Lu Bu,4
Cao Xi,Cao Cao,10
Cao Xi,Cao Hong,4
Cao Xi,Xiahou Dun,4
Cao Xi,Cao Xiu,14
Cao Xi,Cao Pi,6
Cao Xi,Cao Zhi,4
Zhang Liao,Song Xian,5
Zhang Liao,Lu Bu,15
Zhang Liao,Wei Xu,5
Zhang Liao,Cao Cao,50
Zhang Liao,Yue Jin,14
Zhang Liao,Cao Hong,6
Zhang Liao,Yu Ji,11
Zhang Liao,Gao Shun,12
Zhang Liao,Yu Jin,11
Zhang Liao,Zhang Fei,8
Zhang Liao,Guan Yu,27
Zhang Liao,Liu Bei,10
Zhang Liao,Xu Huang,19
Zhang Liao,Xiahou Yuan,7
Zhang Liao,Prime Minister,6
Zhang Liao,Xu Chu,19
Zhang Liao,Cao Ren,6
Zhang Liao,Xiahou Dun,11
Zhang Liao,Li Dian,18
Zhang Liao,Yuan Shao,5
Zhang Liao,Zhang He,7
Zhang Liao,Yuan Shang,5
Zhang Liao,Lu Meng,4
Zhang Liao,Sun Quan,14
Zhang Liao,South Land,6
Zhang Liao,Gan Ning,4
Zhang Liao,Ling Tong,5
Hou Cheng,Lu Bu,8
Hou Cheng,Wei Xu,5
Hou Cheng,Cao Cao,7
Hou Cheng,Gao Shun,5
Wei Xu,Song Xian,11
Wei Xu,Zhang Liao,5
Wei Xu,Lu Bu,13
Wei Xu,Hou Cheng,5
Wei Xu,Cao Cao,4
Wei Xu,Gao Shun,5
Gao Shun,Lu Bu,19
Gao Shun,Hou Cheng,5
Gao Shun,Wei Xu,5
Gao Shun,Cao Cao,12
Gao Shun,Song Xian,4
Gao Shun,Zhang Liao,12
Gao Shun,Yuan Shu,4
Gao Shun,Chen Gong,4
Gao Shun,Liu Bei,10
Sun Qian,Mi Zhu,11
Sun Qian,Zhang Fei,16
Sun Qian,Lu Bu,4
Sun Qian,Liu Bei,39
Sun Qian,Cao Cao,10
Sun Qian,Jian Yong,8
Sun Qian,Guan Yu,27
Sun Qian,Yuan Shao,7
Sun Qian,Liu Pi,4
Sun Qian,Zhao Yun,4
Sun Qian,Zhou Yu,4
Xu Chu,Cao Cao,54
Xu Chu,Li Dian,19
Xu Chu,Xiahou Yuan,15
Xu Chu,Yue Jin,11
Xu Chu,Yu Ji,15
Xu Chu,Cheng Yu,4
Xu Chu,Xiahou Dun,15
Xu Chu,Dian Wei,6
Xu Chu,Yu Jin,15
Xu Chu,Cao Ren,9
Xu Chu,Xu Huang,25
Xu Chu,Prime Minister,4
Xu Chu,Cao Hong,9
Xu Chu,Xun You,4
Xu Chu,Zhang Liao,19
Xu Chu,Liu Bei,8
Xu Chu,Zhang Fei,6
Xu Chu,Gao Lan,4
Xu Chu,Yuan Shao,5
Xu Chu,Zhang He,8
Xu Chu,Ma Chao,11
Xu Chu,Pang De,4
Shen Pei,Cao Cao,11
Shen Pei,Xu You,6
Shen Pei,Yuan Shao,9
Shen Pei,Wen Chou,4
Shen Pei,Peng Ji,10
Shen Pei,Guo Tu,8
Shen Pei,Xin Pi,5
Shen Pei,Yuan Shang,11
Yang Qi,Ma Chao,5
Yang Qi,Han Sui,6
Huangfu Li,Guo Si,4
Huangfu Li,Li Jue,7
Yang Feng,Guo Si,8
Yang Feng,Li Jue,7
Yang Feng,Xu Huang,5
Yang Feng,Dong Cheng,7
Yang Feng,Li Yue,5
Yang Feng,Han Xian,14
Yang Feng,Yang Feng and Han Xian,5
Yang Feng,Cao Cao,5
Yang Feng,Yuan Shu,4
Yang Feng,Lu Bu,4
Xu Huang,Yang Feng,5
Xu Huang,Cao Cao,47
Xu Huang,Xu Chu,25
Xu Huang,Man Chong,6
Xu Huang,Cao Ren,7
Xu Huang,Xiahou Yuan,14
Xu Huang,Yue Jin,8
Xu Huang,Cao Hong,10
Xu Huang,Yu Ji,11
Xu Huang,Xiahou Dun,8
Xu Huang,Xun You,4
Xu Huang,Yu Jin,11
Xu Huang,Li Dian,11
Xu Huang,Zhang Liao,19
Xu Huang,Guan Yu,11
Xu Huang,Yuan Shao,5
Xu Huang,Zhang He,12
Xu Huang,Zhao Yun,7
Xu Huang,Pang De,5
Xu Huang,Huang Zhong,6
Xu Huang,Liu Feng,5
Xu Huang,Wang Ping,4
Xu Huang,Guan Ping,5
Dong Cheng,Guo Si,4
Dong Cheng,Li Jue,4
Dong Cheng,Yang Feng,7
Dong Cheng,Li Yue,4
Dong Cheng,Prime Minister,5
Dong Cheng,Cao Cao,18
Dong Cheng,Wang Zifu,8
Dong Cheng,Ma Teng,6
Dong Cheng,Liu Bei,8
Dong Cheng,Ji Ping,6
Li Yue,Guo Si,4
Li Yue,Li Jue,4
Li Yue,Dong Cheng,4
Li Yue,Yang Feng,5
Han Xian,Yang Feng,14
Han Xian,Yang Feng and Han Xian,5
Han Xian,Chen Deng,5
Han Xian,Lu Bu,5
Yang Feng and Han Xian,Han Xian,5
Yang Feng and Han Xian,Yang Feng,5
Dong Zhao,Cao Cao,6
Ji Ling,Yuan Shu,6
Ji Ling,Liu Bei,14
Ji Ling,Guan Yu,4
Ji Ling,Lu Bu,8
Lady Mi,Lady Gan,4
Lady Gan,Lady Mi,4
Lady Gan,Liu Bei,5
Zhu Zhi,Sun Ce,4
Lu Fan,Sun Quan,8
Lu Fan,Liu Bei,6
Zhou Yu,Sun Ce,12
Zhou Yu,Cheng Pu,23
Zhou Yu,Taishi Ci,5
Zhou Yu,Zhang Zhao,9
Zhou Yu,Jiang Qi,6
Zhou Yu,Sun Quan,38
Zhou Yu,Lu Su,59
Zhou Yu,South Land,22
Zhou Yu,Cao Cao,41
Zhou Yu,Lu Meng,7
Zhou Yu,Gan Ning,16
Zhou Yu,Zhuge Liang,70
Zhou Yu,Lu Xun,4
Zhou Yu,Zhou Tai,7
Zhou Yu,Ling Tong,6
Zhou Yu,Huang Gai,9
Zhou Yu,Han Dang,10
Zhou Yu,Liu Bei,42
Zhou Yu,Zhao Yun,7
Zhou Yu,Guan Yu,8
Zhou Yu,Mi Zhu,4
Zhou Yu,Cai Mao,4
Zhou Yu,Jiang Gan,16
Zhou Yu,Cai He,4
Zhou Yu,Pang Tong,5
Zhou Yu,Xu Sheng,7
Zhou Yu,Ding Feng,8
Zhou Yu,Sun Qian,4
Zhou Yu,Cao Ren,13
Zhou Yu,Cao Hong,5
Zhou Yu,Niu Jin,4
Zhang Hong,Sun Ce,5
Zhang Hong,Cao Cao,4
Zhang Hong,Sun Quan,4
Zhang Zhao,Sun Ce,5
Zhang Zhao,Zhou Yu,9
Zhang Zhao,Sun Quan,12
Zhang Zhao,Cao Cao,11
Zhang Zhao,Zhuge Liang,8
Zhang Zhao,Gu Yong,4
Zhang Zhao,Liu Bei,9
Zhang Ying,Zhang Yi,7
Zhang Ying,Sun Ce,4
Zhang Yi,Zhang Ying,7
Zhang Yi,Sun Ce,4
Zhang Yi,Ma Yan,9
Zhang Yi,Yuan Shang,5
Zhang Yi,Cao Cao,7
Zhang Yi,Zhao Yun,6
Zhou Tai,Jiang Qi,10
Zhou Tai,South Land,6
Zhou Tai,Sun Quan,16
Zhou Tai,Zhou Yu,7
Zhou Tai,Lu Meng,4
Zhou Tai,Han Dang,25
Zhou Tai,Xu Sheng,4
Zhou Tai,Cao Cao,5
Jiang Qi,Zhou Tai,10
Jiang Qi,Zhou Yu,6
Jiang Qi,Han Dang,9
Jiang Qi,Yuan Shao,4
Jiang Qi,Cao Cao,7
Jiang Qi,Lu Meng,4
Jiang Qi,Gan Ning,4
Jiang Qi,Xu Sheng,5
Jiang Qi,Sun Quan,5
Jiang Qi,Guan Yu,4
Yan Baihu,Sun Ce,4
Wang Lang,Sun Ce,5
Wang Lang,Hua Xin,4
Yu Fan,Sun Ce,4
Dong Xi,Lu Meng,4
Dong Xi,Sun Quan,5
Dong Xi,Gan Ning,4
Han Yin,Yuan Shu,4
Han Yin,Lu Bu,6
Chen Gui,Chen Deng,8
Chen Gui,Lu Bu,7
Chen Gui,Liu Bei,4
Chen Gui,Cao Cao,4
Zhang Xiu,Jia Xu,11
Zhang Xiu,Liu Biao,16
Zhang Xiu,Lu Bu,5
Zhang Xiu,Cao Cao,29
Zhang Xiu,Yuan Shao,5
Cao Amin,Cao Cao,5
Zhang Lu,Cao Cao,21
Zhang Lu,Liu Zhang,14
Zhang Lu,Sun Quan,6
Zhang Lu,Imperial Protector,4
Zhang Lu,Liu Bei,12
Zhang Lu,Ma Chao,9
Zhang Lu,Zhang Wei,6
Zhang Lu,Huang Quan,4
Zhang Lu,Yang Song,11
Zhang Lu,Yan Pu,4
Zhang Lu,Pang De,7
Liu Zhang,Zhang Lu,14
Liu Zhang,Cao Cao,8
Liu Zhang,Zhuge Liang,7
Liu Zhang,Liu Bei,28
Liu Zhang,Imperial Protector,16
Liu Zhang,Ma Chao,8
Liu Zhang,Zhang Song,6
Liu Zhang,Fa Zheng,6
Liu Zhang,Huang Quan,7
Liu Zhang,Pang Tong,4
Liu Zhang,Yang Song,4
Jian Yong,Sun Qian,8
Jian Yong,Liu Bei,15
Jian Yong,Cao Cao,5
Jian Yong,Zhang Fei,5
Jian Yong,Mi Zhu,7
Jian Yong,Guan Yu,5
Jian Yong,Zhao Yun,5
Che Zhou,Liu Bei,4
Fu Wan,Cao Cao,5
Wang Zifu,Dong Cheng,8
Wang Zifu,Cao Cao,6
Guo Tu,Cao Cao,10
Guo Tu,Yuan Shao,6
Guo Tu,Gao Lan,5
Guo Tu,Shen Pei,8
Guo Tu,Peng Ji,6
Guo Tu,Zhang He,4
Guo Tu,Xin Ping,4
Guo Tu,Xin Pi,4
Guo Tu,Yuan Tan,10
Gao Lan,Guo Tu,5
Gao Lan,Zhang He,14
Gao Lan,Yuan Shao,8
Gao Lan,Xu Chu,4
Gao Lan,Cao Cao,10
Zhang He,Guo Tu,4
Zhang He,Gao Lan,14
Zhang He,Yuan Shao,6
Zhang He,Zhang Liao,7
Zhang He,Cao Hong,15
Zhang He,Xu Chu,8
Zhang He,Xiahou Dun,7
Zhang He,Cao Cao,28
Zhang He,Xu Huang,12
Zhang He,Cao Ren,5
Zhang He,Xiahou Yuan,19
Zhang He,Yu Ji,4
Zhang He,Yu Jin,4
Zhang He,Li Dian,4
Zhang He,Zhao Yun,10
Zhang He,Liu Bei,6
Zhang He,Zhang Fei,20
Zhang He,Zhuge Liang,6
Zhang He,Ma Chao,6
Zhang He,Pang De,4
Zhang He,Yan Yan,5
Zhang He,Wei Yan,4
Zhang He,Fa Zheng,4
Zhang He,Huang Zhong,13
Wang Zhong,Liu Dai,5
Wang Zhong,Cao Cao,5
Wang Zhong,Liu Bei,4
Wang Zhong,Guan Yu,4
Mi Heng,Kong Rong,4
Mi Heng,Xun Yu,5
Mi Heng,Cao Cao,4
Ji Ping,Dong Cheng,6
Ji Ping,Cao Cao,14
Yang Hu,Gao Pei,4
Yang Hu,Yang Huai,7
Han Song,Cao Cao,5
Yang Xiu,Zhang Song,6
Yang Xiu,Prime Minister,5
Yang Xiu,Cao Cao,18
Yang Xiu,Cao Zhi,5
Quin Quington,Cao Cao,4
Yuan Tan,Yuan Shao,5
Yuan Tan,Cao Cao,29
Yuan Tan,Yuan Xi,4
Yuan Tan,Yuan Shang,17
Yuan Tan,Guo Tu,10
Yuan Tan,Xin Ping,6
Yuan Tan,Xin Pi,8
Yuan Tan,Peng Ji,4
Yuan Tan,Prime Minister,4
Yuan Tan,Liu Biao,5
Liu Pi,Gong Du,7
Liu Pi,Liu Bei,9
Liu Pi,Sun Qian,4
Liu Pi,Guan Yu,4
Gong Du,Liu Pi,7
Gong Du,Guan Yu,6
Gong Du,Liu Bei,5
Gong Du,Zhang Fei,4
Chen Zhen,Yuan Shao,4
Chen Zhen,Cao Cao,4
Chen Zhen,Sun Ce,4
Du Yu,Liao Hua,4
Liao Hua,Du Yu,4
Liao Hua,Guan Yu,14
Liao Hua,Guan Ping,11
Liao Hua,Liu Feng,5
Liao Hua,Meng Da,4
Wang Zhi,Guan Yu,4
Kong Xiu,Guan Yu,6
Zhou Cang,Guan Yu,14
Zhou Cang,Liu Bei,5
Zhou Cang,Guan Ping,7
Zhou Cang,Zhao Yun,4
Guan Ding,Guan Yu,4
Guan Ping,Guan Yu,28
Guan Ping,Liu Bei,13
Guan Ping,Zhou Cang,7
Guan Ping,Zhao Yun,5
Guan Ping,Zhang Fei,4
Guan Ping,Liu Feng,8
Guan Ping,Liao Hua,11
Guan Ping,Cao Ren,4
Guan Ping,Pang De,8
Guan Ping,Xu Huang,5
Hua Xin,Cao Cao,5
Hua Xin,Wang Lang,4
Lu Su,Zhou Yu,59
Lu Su,Sun Quan,41
Lu Su,Cao Cao,30
Lu Su,Liu Biao,4
Lu Su,Liu Bei,32
Lu Su,Zhuge Liang,66
Lu Su,South Land,10
Lu Su,Huang Gai,5
Lu Su,Cheng Pu,8
Lu Su,Gan Ning,4
Lu Su,Pang Tong,8
Lu Su,Guan Yu,8
Lu Su,Lu Meng,8
Zhuge Jin,Sun Quan,9
Zhuge Jin,Cao Cao,4
Zhuge Jin,Zhuge Liang,8
Zhuge Jin,Liu Bei,7
Zhuge Jin,Guan Yu,6
Gu Yong,Zhang Zhao,4
Yuan Shang,Yuan Shao,6
Yuan Shang,Zhang Liao,5
Yuan Shang,Cao Cao,28
Yuan Shang,Yuan Tan,17
Yuan Shang,Yuan Xi,11
Yuan Shang,Shen Pei,11
Yuan Shang,Liu Biao,4
Yuan Shang,Lu Xiang,5
Yuan Shang,Zhang Yi,5
Yuan Shang,Ma Yan,6
Yuan Shang,Gongsun Kang,4
Yuan Xi,Yuan Shao,4
Yuan Xi,Yuan Tan,4
Yuan Xi,Yuan Shang,11
Yuan Xi,Cao Cao,7
Lu Xiang,Cao Cao,5
Lu Xiang,Yuan Shang,5
Ma Yan,Zhang Yi,9
Ma Yan,Yuan Shang,6
Ma Yan,Cao Cao,6
Cao Pi,Cao Cao,9
Cao Pi,Cao Zhi,11
Cao Pi,Cao Xi,6
Cao Pi,Jia Xu,5
Cao Pi,Liu Bei,4
Zhang Nan,Feng Xi,8
Zhang Nan,Wu Ban,4
Zhang Nan,Sun Huan,4
Tian Chou,Cao Cao,5
Gongsun Kang,Yuan Shang,4
Lady Cai,Liu Bei,5
Cao Zhi,Cao Pi,11
Cao Zhi,Cao Cao,10
Cao Zhi,Cao Xi,4
Cao Zhi,Yang Xiu,5
Yi Ji,Liu Bei,12
Yi Ji,Zhuge Liang,4
Yi Ji,Ma Liang,6
Yi Ji,Mi Zhu,4
Yi Ji,Guan Yu,7
Liu Zong,Cao Cao,8
Liu Zong,Liu Bei,4
Liu Qi,Liu Bei,18
Liu Qi,Imperial Protector,4
Liu Qi,Zhuge Liang,10
Liu Qi,Cao Cao,5
Cai He,Zhou Yu,4
Cai He,Gan Ning,4
Wang Wei,Cai Mao,4
Wen Ping,Zhao Yun,4
Wen Ping,Zhang Fei,4
Wen Ping,Cao Cao,5
Pang De,Ma Chao,22
Pang De,Han Sui,5
Pang De,Ma Dai,15
Pang De,Cao Cao,30
Pang De,Zhang He,4
Pang De,Xu Huang,5
Pang De,Xiahou Yuan,5
Pang De,Xu Chu,4
Pang De,Zhang Lu,7
Pang De,Guan Yu,18
Pang De,Yu Ji,13
Pang De,Yu Jin,13
Pang De,Guan Ping,8
Pang Tong,Zhuge Liang,10
Pang Tong,Zhou Yu,5
Pang Tong,Lu Su,8
Pang Tong,Cao Cao,10
Pang Tong,Xu Shu,5
Pang Tong,Sun Quan,7
Pang Tong,Zhang Fei,7
Pang Tong,Liu Bei,15
Pang Tong,Wei Yan,11
Pang Tong,Huang Zhong,7
Pang Tong,Fa Zheng,6
Pang Tong,Liu Zhang,4
San Fu,Liu Bei,6
San Fu,Cao Ren,4
Xu Shu,Zhuge Liang,7
Xu Shu,Cao Cao,10
Xu Shu,Liu Bei,11
Xu Shu,Pang Tong,5
Liu Feng,Zhang Fei,8
Liu Feng,Guan Yu,7
Liu Feng,Liu Bei,18
Liu Feng,Guan Ping,8
Liu Feng,Cao Cao,10
Liu Feng,Zhao Yun,6
Liu Feng,Zhuge Liang,5
Liu Feng,Wei Yan,4
Liu Feng,Huang Zhong,5
Liu Feng,Liao Hua,5
Liu Feng,Meng Da,17
Liu Feng,Xu Huang,5
Lady Xu,Lady Xun,5
Lady Xun,Lady Xu,5
Zhuge Jun,Liu Bei,5
Cui Zhouping,Zhuge Liang,4
Kan Ze,Huang Gai,9
Kan Ze,Cao Cao,8
Kan Ze,Gan Ning,7
Lu Meng,Lu Xun,7
Lu Meng,Sun Quan,37
Lu Meng,Xu Sheng,4
Lu Meng,Gan Ning,19
Lu Meng,Zhou Yu,7
Lu Meng,Dong Xi,4
Lu Meng,Zhou Tai,4
Lu Meng,Ling Tong,9
Lu Meng,Jiang Qi,4
Lu Meng,Han Dang,4
Lu Meng,Cao Cao,13
Lu Meng,Zhang Liao,4
Lu Meng,Lu Su,8
Lu Meng,Guan Yu,20
Lu Meng,Fu Shiren,6
Lu Xun,Lu Meng,7
Lu Xun,Sun Quan,11
Lu Xun,Xu Sheng,4
Lu Xun,Ding Feng,5
Lu Xun,Zhou Yu,4
Lu Xun,Han Dang,5
